File:,"C:\data\20201120 cirris\Logger_xsensor_gel_dda_v3_02.XSN"
Frame,Date,Time,Units,Threshold,Sensor,Rows,Columns,Average Pressure,Peak Pressure,Contact Area (cm²),Est. Load (N),Std Dev.,COP Row,COP Column,Frame Notes
1,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,84","256,0","2022,58","1856,31","41,42","14,81","18,24",""
2,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,82","256,0","2022,58","1855,68","41,42","14,81","18,24",""
3,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,86","256,0","2022,58","1856,87","41,44","14,81","18,24",""
4,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,82","256,0","2022,58","1855,68","41,41","14,81","18,23",""
5,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,79","256,0","2022,58","1855,03","41,41","14,81","18,24",""
6,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,86","256,0","2022,58","1856,75","41,41","14,81","18,24",""
7,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,8","256,0","2022,58","1855,2","41,38","14,81","18,24",""
8,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,83","256,0","2022,58","1856,09","41,41","14,81","18,24",""
9,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,86","256,0","2022,58","1856,73","41,41","14,81","18,24",""
10,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,85","256,0","2022,58","1856,6","41,4","14,81","18,24",""
11,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,85","256,0","2022,58","1856,58","41,39","14,81","18,24",""
12,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,88","256,0","2022,58","1857,42","41,43","14,81","18,24",""
13,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,88","256,0","2022,58","1857,44","41,44","14,81","18,24",""
14,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,85","256,0","2022,58","1856,58","41,43","14,81","18,24",""
15,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,83","256,0","2022,58","1856,08","41,39","14,81","18,24",""
16,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,79","256,0","2022,58","1855,06","41,36","14,81","18,24",""
17,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,8","256,0","2022,58","1855,3","41,4","14,81","18,24",""
18,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,72","256,0","2022,58","1853,12","41,34","14,81","18,24",""
19,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,8","256,0","2022,58","1855,28","41,4","14,81","18,24",""
20,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,81","256,0","2022,58","1855,51","41,37","14,81","18,24",""
21,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,78","256,0","2022,58","1854,57","41,36","14,81","18,24",""
22,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,79","256,0","2022,58","1855,08","41,4","14,81","18,24",""
23,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,77","256,0","2022,58","1854,54","41,37","14,81","18,23",""
24,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,78","256,0","2022,58","1854,68","41,37","14,81","18,25",""
25,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,81","256,0","2022,58","1855,63","41,41","14,81","18,24",""
26,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,8","256,0","2022,58","1855,16","41,36","14,81","18,24",""
27,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,85","256,0","2022,58","1856,68","41,41","14,81","18,24",""
28,"2020 Nov 20","14:57:36",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,81","256,0","2022,58","1855,62","41,39","14,81","18,24",""
29,"2020 Nov 20","14:57:37",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,8","256,0","2022,58","1855,32","41,37","14,81","18,24",""
30,"2020 Nov 20","14:57:37",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,79","256,0","2022,58","1854,89","41,37","14,81","18,24",""
31,"2020 Nov 20","14:57:37",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,86","256,0","2022,58","1856,74","41,39","14,81","18,24",""
32,"2020 Nov 20","14:57:37",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,76","256,0","2022,58","1854,24","41,34","14,81","18,24",""
33,"2020 Nov 20","14:57:37",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,8","256,0","2022,58","1855,29","41,37","14,81","18,24",""
34,"2020 Nov 20","14:57:37",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,83","256,0","2022,58","1855,95","41,4","14,81","18,24",""
35,"2020 Nov 20","14:57:37",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,87","256,0","2022,58","1857,21","41,44","14,81","18,24",""
36,"2020 Nov 20","14:57:37",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,81","256,0","2022,58","1855,56","41,39","14,81","18,24",""
37,"2020 Nov 20","14:57:37",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"68,81","256,0","2022,58","1855,51","41,39","14,81","18,24",""
