File:,"C:\data\20201117 cirris\Logger_xsensor_pleine_1cm_v3_05.XSN"
Frame,Date,Time,Units,Threshold,Sensor,Rows,Columns,Average Pressure,Peak Pressure,Contact Area (cm²),Est. Load (N),Std Dev.,COP Row,COP Column,Frame Notes
1,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,16","256,0","1951,61","1487,26","39,65","14,34","19,03",""
2,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,04","256,0","1953,23","1485,36","39,61","14,34","19,02",""
3,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,11","256,0","1950,0","1484,83","39,59","14,34","19,02",""
4,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,04","256,0","1951,61","1484,19","39,57","14,34","19,02",""
5,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,06","256,0","1953,23","1485,92","39,63","14,34","19,02",""
6,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,01","256,0","1953,23","1484,51","39,6","14,34","19,01",""
7,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,11","256,0","1951,61","1486,08","39,61","14,34","19,02",""
8,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,06","256,0","1953,23","1485,91","39,63","14,34","19,02",""
9,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,06","256,0","1951,61","1484,55","39,58","14,34","19,02",""
10,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,09","256,0","1951,61","1485,51","39,62","14,34","19,02",""
11,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,16","256,0","1950,0","1486,09","39,62","14,34","19,02",""
12,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,15","256,0","1950,0","1485,74","39,61","14,34","19,02",""
13,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,16","256,0","1950,0","1485,99","39,61","14,34","19,02",""
14,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,11","256,0","1951,61","1486,0","39,62","14,34","19,02",""
15,"2020 Nov 17","11:56:52",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,14","256,0","1951,61","1486,84","39,64","14,34","19,02",""
16,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,06","256,0","1953,23","1485,93","39,62","14,34","19,02",""
17,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,06","256,0","1953,23","1485,81","39,62","14,34","19,02",""
18,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,07","256,0","1953,23","1486,26","39,63","14,34","19,03",""
19,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,02","256,0","1953,23","1484,72","39,6","14,34","19,01",""
20,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,01","256,0","1953,23","1484,64","39,59","14,34","19,02",""
21,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,14","256,0","1951,61","1486,67","39,63","14,34","19,02",""
22,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,13","256,0","1950,0","1485,17","39,6","14,34","19,02",""
23,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,08","256,0","1951,61","1485,06","39,6","14,34","19,02",""
24,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,03","256,0","1953,23","1485,16","39,6","14,34","19,02",""
25,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,06","256,0","1951,61","1484,57","39,59","14,34","19,02",""
26,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,1","256,0","1951,61","1485,65","39,62","14,34","19,02",""
27,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,01","256,0","1953,23","1484,64","39,59","14,34","19,02",""
28,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,07","256,0","1951,61","1484,83","39,59","14,34","19,02",""
29,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,04","256,0","1953,23","1485,3","39,61","14,34","19,02",""
30,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,09","256,0","1951,61","1485,36","39,6","14,34","19,02",""
31,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,07","256,0","1951,61","1484,94","39,6","14,34","19,02",""
32,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,09","256,0","1953,23","1486,74","39,64","14,34","19,02",""
33,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,08","256,0","1953,23","1486,34","39,63","14,34","19,02",""
34,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,0","256,0","1953,23","1484,28","39,59","14,34","19,02",""
35,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,04","256,0","1953,23","1485,25","39,61","14,34","19,02",""
36,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,13","256,0","1951,61","1486,38","39,63","14,34","19,02",""
37,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,13","256,0","1951,61","1486,57","39,64","14,34","19,02",""
38,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,09","256,0","1951,61","1485,36","39,61","14,34","19,02",""
39,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,09","256,0","1951,61","1485,55","39,61","14,34","19,02",""
40,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,02","256,0","1953,23","1484,81","39,6","14,34","19,01",""
41,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,06","256,0","1951,61","1484,65","39,59","14,34","19,02",""
42,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,01","256,0","1953,23","1484,7","39,58","14,34","19,02",""
43,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,02","256,0","1953,23","1484,97","39,57","14,35","19,02",""
44,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,04","256,0","1953,23","1485,39","39,58","14,35","19,02",""
45,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,03","256,0","1953,23","1485,08","39,59","14,34","19,02",""
46,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,13","256,0","1950,0","1485,27","39,61","14,34","19,02",""
47,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,12","256,0","1950,0","1485,09","39,59","14,34","19,02",""
48,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,02","256,0","1953,23","1484,81","39,6","14,34","19,03",""
49,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,09","256,0","1951,61","1485,44","39,61","14,34","19,03",""
50,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,11","256,0","1951,61","1486,06","39,65","14,34","19,03",""
51,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,1","256,0","1953,23","1486,94","39,69","14,34","19,02",""
52,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,15","256,0","1951,61","1486,88","39,68","14,34","19,03",""
53,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,16","256,0","1950,0","1486,12","39,63","14,34","19,02",""
54,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,11","256,0","1953,23","1487,18","39,66","14,34","19,02",""
55,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,1","256,0","1953,23","1486,88","39,67","14,34","19,02",""
56,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,12","256,0","1951,61","1486,17","39,66","14,34","19,01",""
57,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,09","256,0","1953,23","1486,57","39,67","14,34","19,02",""
58,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,12","256,0","1953,23","1487,41","39,67","14,34","19,02",""
59,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,03","256,0","1953,23","1485,19","39,61","14,34","19,01",""
60,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,07","256,0","1953,23","1486,04","39,64","14,34","19,02",""
61,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,07","256,0","1953,23","1486,04","39,66","14,34","19,02",""
62,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,11","256,0","1950,0","1484,66","39,62","14,34","19,03",""
63,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,06","256,0","1951,61","1484,78","39,61","14,34","19,02",""
64,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,15","256,0","1951,61","1487,07","39,68","14,34","19,03",""
65,"2020 Nov 17","11:56:53",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,17","256,0","1950,0","1486,24","39,64","14,34","19,02",""
66,"2020 Nov 17","11:56:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,07","256,0","1951,61","1485,02","39,64","14,34","19,02",""
67,"2020 Nov 17","11:56:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,09","256,0","1953,23","1486,71","39,67","14,34","19,02",""
68,"2020 Nov 17","11:56:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,08","256,0","1951,61","1485,12","39,62","14,34","19,02",""
69,"2020 Nov 17","11:56:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,12","256,0","1951,61","1486,16","39,66","14,34","19,02",""
70,"2020 Nov 17","11:56:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,08","256,0","1953,23","1486,29","39,67","14,34","19,02",""
71,"2020 Nov 17","11:56:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,22","256,0","1950,0","1487,71","39,7","14,34","19,02",""
72,"2020 Nov 17","11:56:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,07","256,0","1953,23","1486,09","39,65","14,34","19,01",""
73,"2020 Nov 17","11:56:54",mmHg,"5,0","LX100:36.36.02 S0465",36,36,"57,06","256,0","1953,23","1486,0","39,65","14,34","19,02",""
